route_index,trip_id,physical_vehicle_id,vehicle_type,service_node_id,customer_id,arrival_min,is_green_zone,is_fuel_vehicle,would_violate_problem2_policy
1,T0001,E1-001,E1,127,76,570.1891373403494,False,False,False
1,T0001,E1-001,E1,28,28,627.5484633406319,False,False,False
2,T0002,E1-002,E1,111,66,581.4147881564706,False,False,False
3,T0003,E1-003,E1,20,16,577.8001369706616,False,False,False
3,T0003,E1-003,E1,74,54,684.2659846654053,False,False,False
4,T0004,E1-004,E1,40,37,595.3427621622285,False,False,False
4,T0004,E1-004,E1,83,56,649.8233002098293,False,False,False
5,T0005,E1-005,E1,136,85,591.0,False,False,False
5,T0005,E1-005,E1,37,35,662.1776573744529,False,False,False
6,T0006,E1-006,E1,130,79,610.1462769288903,False,False,False
7,T0007,E1-007,E1,139,88,604.0,False,False,False
7,T0007,E1-007,E1,116,69,670.9284296895795,False,False,False
8,T0008,E1-008,E1,14,9,606.0,True,False,False
9,T0009,E1-009,E1,137,86,606.0,False,False,False
9,T0009,E1-009,E1,133,82,675.3390871975836,False,False,False
10,T0010,E1-010,E1,46,42,614.0000000000001,False,False,False
10,T0010,E1-010,E1,138,87,664.8614153085806,False,False,False
11,T0011,F1-001,F1,47,42,614.0000000000001,False,True,False
12,T0012,F1-002,F1,48,42,614.0000000000001,False,True,False
13,T0013,F1-003,F1,92,60,623.0,False,True,False
13,T0013,F1-003,F1,30,30,721.8953573504223,False,True,False
14,T0014,F1-004,F1,93,60,623.0,False,True,False
15,T0015,F1-005,F1,94,60,623.0,False,True,False
16,T0016,F1-006,F1,95,60,623.0,False,True,False
17,T0017,F1-007,F1,41,38,628.0,False,True,False
17,T0017,F1-007,F1,39,36,675.0866613975353,False,True,False
18,T0018,F1-008,F1,35,33,646.0,False,True,False
18,T0018,F1-008,F1,68,52,675.7885895471707,False,True,False
19,T0019,F1-009,F1,10,8,649.0,True,True,True
20,T0020,F1-010,F1,11,8,649.0,True,True,True
21,T0021,F1-011,F1,12,8,649.0,True,True,True
22,T0022,F1-012,F1,13,8,649.0,True,True,True
23,T0023,F1-013,F1,55,46,672.0,False,True,False
24,T0024,F1-014,F1,56,46,672.0,False,True,False
25,T0025,F1-015,F1,89,59,675.0,False,True,False
26,T0026,F1-016,F1,90,59,675.0,False,True,False
27,T0027,F1-017,F1,91,59,675.0,False,True,False
28,T0028,F1-018,F1,17,11,689.0,True,True,True
28,T0028,F1-018,F1,26,27,805.8033153260523,False,True,False
29,T0029,F1-019,F1,117,70,702.4934890539674,False,True,False
29,T0029,F1-019,F1,144,93,799.9477761115392,False,True,False
30,T0030,F1-020,F1,118,70,702.4934890539674,False,True,False
